state_name,county_name,trump,biden,other,population_2010,persons_under_5_years_percent_2014,persons_under_18_years_percent_2014,age_65_plus,female_persons_percent_2014,living_in_same_house_1_year__over_percent_20092013,foreign_born_persons_percent_20092013,non_english,edu_highschool,edu_batchelors,veterans_20092013,mean_travel_time_to_work_minutes_workers_age_16_20092013,housing_units_2014,homeownership_rate_20092013,housing_units_in_multiunit_structures_percent_20092013,median_value_of_owneroccupied_housing_units_20092013,households_20092013,persons_per_household_20092013,income,median_household_income_20092013,poverty,private_nonfarm_establishments_2013,private_nonfarm_employment__2013,private_nonfarm_employment_percent_change_20122013,nonemployer_establishments_2013,total_number_of_firms_2007,womenowned_firms_percent_2007,manufacturers_shipments_2007_1000,merchant_wholesaler_sales_2007_1000,retail_sales_2007_1000,retail_sales_per_capita_2007,accommodation_and_food_services_sales_2007_1000,building_permits_2014,land_area_in_square_miles_2010,density
Texas,Mason County,2108,566,26,4012.0,4.1,20.1,27.4,50.3,90.1,8.3,17.0,82.0,26.5,414.0,17.9,2747.0,83.0,2.8,170100.0,1699.0,2.37,27504.0,46865.0,13.6,134.0,828.0,0.2,566.0,827.0,0.0,0.0,41336.0,28978.0,7426.0,3659.0,4.0,928.8,4.3
Texas,Matagorda County,9836,3726,148,36702.0,7.1,25.5,15.8,50.2,90.7,10.7,28.0,78.1,14.5,2636.0,22.7,19013.0,70.2,13.7,92000.0,13260.0,2.72,23389.0,43096.0,21.1,730.0,7902.0,-6.4,2561.0,2943.0,23.0,0.0,0.0,313945.0,8547.0,38800.0,222.0,1100.28,33.4
Texas,Maverick County,6881,8324,133,54258.0,9.0,31.9,11.4,50.6,89.2,34.9,94.2,56.6,12.2,1159.0,20.3,18034.0,71.1,15.7,86300.0,15714.0,3.45,13668.0,31395.0,30.5,771.0,11360.0,-0.3,4427.0,4417.0,0.0,0.0,0.0,504755.0,9897.0,48530.0,99.0,1279.26,42.4
Texas,McCulloch County,2898,490,42,8283.0,6.2,23.4,21.7,50.2,84.7,6.2,19.3,77.1,15.0,585.0,17.5,4282.0,76.7,7.8,69300.0,2967.0,2.75,20677.0,39194.0,16.6,217.0,2489.0,-1.1,713.0,1150.0,0.0,0.0,31149.0,104265.0,13357.0,8752.0,0.0,1065.6,7.8
Texas,McLennan County,59432,36550,1635,234906.0,7.1,24.8,13.4,51.2,80.1,8.3,19.3,82.3,21.7,16215.0,18.8,97280.0,59.6,23.6,108300.0,84862.0,2.69,21660.0,41922.0,22.0,5022.0,96751.0,3.1,13846.0,16888.0,28.4,5888916.0,4606220.0,2942576.0,12892.0,375262.0,1468.0,1037.1,226.5
Texas,McMullen County,460,53,3,707.0,4.1,20.5,22.9,48.8,91.2,10.6,52.5,67.0,6.8,47.0,12.4,486.0,81.1,1.3,63200.0,254.0,2.43,27375.0,39500.0,19.2,36.0,424.0,35.5,111.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.43,0.6
Texas,Medina County,15599,6731,238,46006.0,5.5,23.9,15.5,48.4,89.4,5.5,34.0,80.5,20.0,4392.0,29.7,18080.0,78.1,5.6,112900.0,15284.0,2.86,22413.0,55326.0,17.7,687.0,6548.0,6.9,3142.0,3877.0,0.0,75313.0,189912.0,360081.0,8231.0,29785.0,49.0,1325.36,34.7
Texas,Menard County,819,196,8,2242.0,4.8,17.6,30.1,50.0,81.3,4.9,27.6,75.3,18.8,277.0,20.6,1702.0,72.1,2.7,56400.0,871.0,2.49,18253.0,31215.0,23.5,39.0,0.0,0.0,263.0,0.0,0.0,0.0,6667.0,16323.0,7758.0,0.0,0.0,902.03,2.5
Texas,Midland County,45463,12258,1031,136872.0,8.4,27.6,10.2,49.8,81.5,8.7,30.0,81.8,24.4,8820.0,18.8,57999.0,67.7,23.1,148600.0,50644.0,2.78,33672.0,62993.0,10.4,4977.0,79755.0,8.5,14947.0,16151.0,24.0,533829.0,2411656.0,2276743.0,18058.0,259193.0,1553.0,900.3,152.0
Texas,Milam County,7950,2475,98,24757.0,6.3,24.8,19.4,50.3,85.9,4.6,15.1,81.2,14.4,1921.0,25.8,11374.0,68.4,7.0,78400.0,9330.0,2.58,21248.0,37391.0,19.2,398.0,4168.0,-0.6,1568.0,1834.0,26.9,0.0,87312.0,181361.0,7334.0,17678.0,10.0,1016.93,24.3
Texas,Mills County,2214,271,17,4936.0,4.9,22.4,25.2,51.0,94.4,7.3,11.5,81.5,21.9,411.0,17.5,2849.0,80.1,2.7,104100.0,1817.0,2.59,22651.0,44213.0,13.1,109.0,876.0,3.5,426.0,661.0,0.0,0.0,0.0,70373.0,14123.0,2080.0,0.0,748.26,6.6
Texas,Mitchell County,2169,397,12,9403.0,5.3,20.0,13.8,39.9,74.6,6.4,26.6,75.3,8.3,625.0,22.5,4049.0,74.6,5.7,45800.0,2748.0,2.53,15936.0,42045.0,11.7,143.0,1601.0,5.7,458.0,0.0,0.0,0.0,3384.0,55754.0,6003.0,3667.0,5.0,911.09,10.3
Texas,Montague County,8613,1097,102,19719.0,6.0,23.0,21.5,50.8,85.2,4.6,9.1,82.0,16.6,1847.0,25.5,10154.0,75.6,9.0,86000.0,8038.0,2.41,24699.0,44231.0,15.6,420.0,4722.0,4.3,1886.0,2204.0,31.5,0.0,38556.0,213681.0,10894.0,10935.0,0.0,930.91,21.2
Texas,Montgomery County,193224,74255,3696,455746.0,6.8,26.8,12.0,50.5,83.5,12.9,19.2,86.3,30.7,32099.0,31.7,195381.0,72.9,15.5,166200.0,163462.0,2.87,32911.0,67766.0,12.4,9945.0,136265.0,6.3,41229.0,40269.0,25.9,3667010.0,6399326.0,5260066.0,12748.0,728582.0,7145.0,1041.74,437.5
Texas,Moore County,4356,1059,87,21904.0,9.5,31.3,10.2,47.9,80.6,28.3,54.1,67.5,13.2,582.0,16.4,7983.0,72.8,12.6,85600.0,6820.0,3.2,19770.0,51181.0,15.4,460.0,8332.0,0.7,1013.0,1437.0,0.0,0.0,0.0,217873.0,10995.0,22995.0,16.0,899.69,24.3
Texas,Morris County,3841,1664,43,12934.0,6.3,22.9,21.0,52.0,84.4,4.3,7.6,82.0,13.1,1204.0,23.1,6020.0,74.2,7.3,69900.0,4949.0,2.56,20045.0,37849.0,20.6,235.0,4183.0,-3.8,797.0,1102.0,36.9,1140439.0,138930.0,70300.0,5402.0,8814.0,1.0,251.99,51.3
Texas,Motley County,604,46,2,1210.0,3.7,19.9,28.4,48.4,83.5,2.5,10.5,86.8,18.1,74.0,17.8,779.0,66.3,3.0,59800.0,433.0,2.73,18828.0,35845.0,25.5,27.0,130.0,0.0,124.0,257.0,0.0,0.0,0.0,5220.0,4085.0,310.0,0.0,989.56,1.2
Texas,Nacogdoches County,17359,8989,407,64524.0,7.2,23.5,13.1,52.3,77.3,9.2,16.2,80.5,24.3,3412.0,18.7,27960.0,58.1,20.1,101700.0,23586.0,2.52,20362.0,36777.0,25.7,1301.0,17763.0,2.9,3830.0,4826.0,19.1,1418896.0,0.0,691236.0,11048.0,87801.0,68.0,946.54,68.2
Texas,Navarro County,13787,5097,221,47735.0,7.3,26.2,16.2,50.5,85.1,11.3,20.5,78.6,16.5,3124.0,24.2,20459.0,67.8,11.1,79500.0,17466.0,2.68,20327.0,40795.0,21.1,940.0,13346.0,4.8,3141.0,3311.0,32.2,758537.0,285724.0,471758.0,9664.0,42653.0,23.0,1009.63,47.3
Texas,Newton County,4882,1175,39,14445.0,5.6,21.7,17.7,48.4,89.2,2.3,3.8,85.1,7.5,1518.0,33.7,7157.0,76.8,2.4,77500.0,4865.0,2.87,20431.0,37246.0,16.1,130.0,1115.0,-2.0,626.0,842.0,0.0,0.0,9995.0,50925.0,3704.0,1860.0,0.0,933.68,15.5
Texas,Nolan County,4127,1161,64,15216.0,6.6,25.8,16.9,49.7,84.4,4.5,22.1,78.7,12.5,1008.0,17.0,7112.0,69.7,12.1,52200.0,5527.0,2.65,19002.0,36806.0,18.5,339.0,4277.0,1.0,985.0,940.0,0.0,224883.0,0.0,179695.0,12325.0,16810.0,0.0,912.0,16.7
Texas,Nueces County,64467,60749,1768,340223.0,6.8,25.3,13.0,50.7,80.1,7.7,40.2,79.8,20.0,28867.0,19.7,145670.0,58.6,27.5,110300.0,123915.0,2.72,23671.0,47057.0,18.4,7868.0,133037.0,0.6,22777.0,29355.0,25.3,0.0,2978505.0,4314450.0,13529.0,661990.0,2452.0,838.48,405.8
Texas,Ochiltree County,2811,302,42,10223.0,8.9,31.5,10.3,49.1,83.6,21.8,42.7,69.5,15.3,500.0,17.8,4057.0,70.0,9.8,80100.0,3736.0,2.78,23382.0,49964.0,17.3,374.0,4176.0,0.7,785.0,1073.0,0.0,0.0,139177.0,97444.0,10288.0,9184.0,7.0,917.63,11.1
Texas,Oldham County,917,81,11,2052.0,4.0,28.1,13.9,48.9,88.2,3.5,10.4,87.3,31.3,83.0,17.6,846.0,72.6,4.9,83700.0,748.0,2.35,22519.0,48929.0,14.2,38.0,505.0,-6.3,169.0,114.0,0.0,0.0,0.0,16797.0,8118.0,2919.0,0.0,1500.53,1.4
Texas,Orange County,29170,6354,450,81837.0,6.7,24.7,15.1,50.5,85.8,2.2,5.3,86.2,13.0,6481.0,22.9,36080.0,76.0,9.1,91900.0,31162.0,2.62,24736.0,49507.0,14.4,1361.0,19530.0,1.8,4665.0,6682.0,26.8,0.0,114354.0,851995.0,10328.0,85256.0,428.0,333.67,245.3
Texas,Palo Pinto County,10170,2177,131,28111.0,6.6,24.2,18.2,50.9,85.9,6.2,12.9,79.4,15.1,2430.0,23.7,15311.0,71.6,10.5,85200.0,10491.0,2.64,23655.0,41670.0,18.5,627.0,6702.0,3.3,2076.0,2948.0,0.0,307163.0,0.0,272673.0,9972.0,44899.0,5.0,951.79,29.5
Texas,Panola County,9322,2057,73,23796.0,6.4,24.2,16.9,50.5,87.4,4.1,6.7,83.5,11.8,1737.0,24.8,10972.0,81.4,2.6,83900.0,8873.0,2.63,26525.0,52453.0,12.7,487.0,7664.0,-12.0,1537.0,1651.0,26.8,264006.0,80032.0,221953.0,9638.0,18337.0,14.0,801.75,29.7
Texas,Parker County,61584,12789,1061,116927.0,5.7,24.4,14.8,50.0,86.2,4.1,8.5,88.1,25.0,10653.0,31.0,47807.0,79.2,6.7,152900.0,42322.0,2.72,30692.0,64515.0,10.9,2379.0,26889.0,3.4,11363.0,12395.0,24.0,550365.0,524204.0,1517829.0,13971.0,110365.0,382.0,903.48,129.4
Texas,Parmer County,2133,488,27,10269.0,8.2,29.1,12.7,48.3,83.4,17.7,49.4,62.5,16.2,367.0,15.0,3785.0,71.2,4.7,86400.0,3215.0,3.12,19304.0,44943.0,21.3,207.0,3383.0,11.2,480.0,718.0,0.0,0.0,224947.0,39479.0,4199.0,1827.0,13.0,880.78,11.7
Texas,Pecos County,3213,1378,71,15507.0,7.6,24.5,12.4,43.3,81.8,14.3,52.2,68.7,12.7,825.0,17.0,5596.0,65.4,13.1,64300.0,4588.0,2.89,20245.0,47019.0,16.7,337.0,4625.0,3.0,898.0,1211.0,15.0,0.0,117045.0,153994.0,9730.0,24316.0,7.0,4763.85,3.3
Texas,Polk County,18496,5353,223,45413.0,5.6,20.5,19.9,46.4,85.5,6.4,13.3,76.9,11.3,4558.0,26.1,23934.0,79.6,3.1,78600.0,16980.0,2.44,19498.0,37855.0,20.2,712.0,8333.0,-1.6,3507.0,4518.0,28.3,98527.0,51110.0,445440.0,9587.0,33372.0,469.0,1057.09,43.0
Texas,Potter County,22732,9867,578,121073.0,8.3,27.6,11.6,48.7,78.9,13.9,30.6,75.7,15.6,7520.0,18.3,49045.0,58.5,21.0,85900.0,42751.0,2.72,19861.0,37951.0,23.1,3630.0,60849.0,1.3,7985.0,10506.0,28.0,0.0,2064050.0,2489973.0,20620.0,326019.0,853.0,908.37,133.3
Texas,Presidio County,721,1463,33,7818.0,7.1,26.0,21.0,50.1,87.6,30.9,87.1,54.7,23.6,374.0,15.7,3824.0,71.9,11.2,48500.0,2616.0,2.88,16175.0,29634.0,24.8,130.0,1000.0,8.1,746.0,0.0,0.0,0.0,3170.0,42509.0,5616.0,5009.0,9.0,3855.24,2.0
Texas,Rains County,5147,841,56,10914.0,5.0,20.2,23.6,50.0,86.5,4.1,7.2,82.2,11.0,1375.0,32.6,5285.0,81.4,4.7,96300.0,4232.0,2.57,21946.0,44478.0,13.6,158.0,1310.0,4.5,816.0,0.0,0.0,0.0,0.0,93947.0,8372.0,6194.0,5.0,229.45,47.6
Texas,Randall County,50597,12750,1065,120725.0,6.6,24.3,13.6,50.8,83.8,4.4,10.8,91.1,30.2,9293.0,19.2,53497.0,69.1,18.3,141900.0,48080.0,2.52,29124.0,58529.0,10.3,2397.0,32194.0,-0.7,9873.0,11877.0,26.7,0.0,0.0,1465538.0,12995.0,131874.0,62.0,911.54,132.4
Texas,Reagan County,942,172,10,3367.0,8.4,30.3,10.3,47.7,86.6,22.4,50.8,61.2,10.6,93.0,17.7,1379.0,72.5,3.0,66200.0,1178.0,2.87,26633.0,61250.0,9.5,115.0,1313.0,18.3,346.0,0.0,0.0,0.0,4392.0,23721.0,7936.0,2216.0,19.0,1175.3,2.9
Texas,Real County,1643,320,19,3309.0,5.2,17.3,28.5,50.6,82.1,2.7,13.2,76.6,19.5,392.0,20.7,2597.0,76.8,0.2,102200.0,1127.0,2.89,17931.0,33885.0,20.2,78.0,541.0,-1.1,440.0,0.0,0.0,0.0,0.0,9440.0,3128.0,3662.0,0.0,699.2,4.7
Texas,Red River County,4513,1244,43,12860.0,5.2,20.2,22.8,51.7,84.9,3.0,5.5,76.7,14.5,1059.0,26.6,6855.0,70.8,7.7,69200.0,5052.0,2.47,19014.0,31712.0,16.1,169.0,1375.0,-6.1,862.0,1116.0,0.0,101783.0,15100.0,61221.0,4687.0,0.0,8.0,1036.58,12.4
Texas,Reeves County,2249,1394,40,13783.0,6.0,22.5,12.0,39.9,83.3,17.2,62.1,63.2,10.5,603.0,16.8,4624.0,75.0,9.7,40100.0,3542.0,3.31,15467.0,40571.0,21.9,214.0,2337.0,1.4,564.0,529.0,18.0,0.0,0.0,113223.0,10197.0,12449.0,3.0,2635.38,5.2
Texas,Refugio County,2210,1108,48,7383.0,6.0,23.1,20.7,50.5,84.0,3.8,27.5,78.6,11.2,601.0,22.4,3718.0,77.6,4.0,66300.0,2818.0,2.5,23174.0,44548.0,16.2,150.0,1744.0,5.3,498.0,802.0,0.0,0.0,17991.0,61964.0,8465.0,0.0,22.0,770.44,9.6
Texas,Roberts County,529,17,4,929.0,4.2,24.7,18.6,50.8,87.1,1.4,3.3,92.6,33.2,35.0,15.6,439.0,90.1,0.0,104600.0,374.0,2.75,36172.0,67321.0,3.0,14.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.06,1.0
Texas,Robertson County,5631,2359,90,16622.0,6.7,24.4,18.5,50.5,91.1,5.4,15.3,76.3,15.8,956.0,26.5,8541.0,71.2,8.8,77400.0,5851.0,2.79,21709.0,40601.0,20.7,278.0,2740.0,8.7,1209.0,1000.0,29.7,0.0,0.0,115236.0,7285.0,15197.0,9.0,855.68,19.4
Texas,Rockwall County,38842,18149,801,78337.0,6.1,27.7,11.8,51.0,89.3,9.5,15.7,91.2,36.5,5062.0,30.8,30626.0,83.6,7.6,187800.0,26820.0,2.99,34617.0,86119.0,5.9,1885.0,20809.0,0.6,8134.0,8194.0,29.8,301261.0,0.0,946288.0,12797.0,105900.0,965.0,127.04,616.7
Texas,Runnels County,3682,531,49,10501.0,5.5,24.0,20.6,50.0,94.0,5.5,13.1,77.6,14.9,877.0,18.1,5272.0,73.3,5.1,59100.0,3818.0,2.67,20235.0,37667.0,21.9,231.0,2355.0,2.6,821.0,1245.0,0.0,206973.0,24642.0,128394.0,12439.0,5612.0,4.0,1050.95,10.0
Texas,Rusk County,16511,4624,232,53330.0,6.5,23.2,15.1,47.1,81.8,6.4,13.2,79.8,13.8,4364.0,24.1,21366.0,76.0,6.0,93000.0,17772.0,2.73,21640.0,45752.0,17.8,834.0,12017.0,1.0,3057.0,3256.0,0.0,0.0,99785.0,354320.0,7313.0,29742.0,3.0,924.03,57.7
Texas,Sabine County,4767,662,32,10834.0,4.3,18.6,28.6,50.7,90.8,1.7,5.0,80.3,13.4,1488.0,28.8,8009.0,87.2,1.5,69300.0,4161.0,2.52,18762.0,32963.0,25.8,171.0,1310.0,-7.8,711.0,599.0,0.0,0.0,0.0,51907.0,5116.0,3346.0,0.0,491.39,22.0
Texas,San Augustine County,3005,979,14,8865.0,6.0,20.4,25.3,51.3,90.6,1.7,4.5,77.2,12.4,901.0,26.5,5348.0,77.7,4.2,68100.0,3275.0,2.63,18695.0,28390.0,26.4,129.0,1165.0,0.3,516.0,494.0,0.0,0.0,6382.0,70092.0,8070.0,1381.0,0.0,530.66,16.7
Texas,San Jacinto County,10154,2332,142,26384.0,5.5,22.4,20.0,49.6,87.2,3.2,8.5,78.9,12.0,2308.0,40.4,13138.0,83.0,2.6,88200.0,9425.0,2.81,24733.0,46107.0,20.1,196.0,1014.0,1.6,1744.0,1894.0,0.0,0.0,0.0,54707.0,2207.0,3968.0,2.0,569.24,46.3
Texas,San Patricio County,16495,8971,384,64804.0,7.1,27.3,14.2,49.8,83.4,4.8,35.8,77.0,14.7,5350.0,22.3,27016.0,68.6,15.2,89800.0,22147.0,2.91,23373.0,50657.0,17.0,1044.0,15936.0,5.0,4259.0,5226.0,27.6,0.0,135182.0,621585.0,9101.0,77569.0,243.0,693.45,93.5
Texas,San Saba County,2308,287,7,6131.0,5.8,20.8,22.8,47.7,87.7,7.4,21.6,81.0,13.1,457.0,18.8,3168.0,79.4,3.9,71300.0,2035.0,2.67,18009.0,37743.0,15.2,147.0,804.0,-1.7,591.0,0.0,0.0,0.0,18078.0,60473.0,10246.0,4105.0,0.0,1135.3,5.4
Texas,Schleicher County,939,211,8,3461.0,5.8,29.2,15.1,48.9,88.1,13.0,34.2,76.3,21.9,169.0,23.8,1492.0,73.8,8.1,86400.0,1078.0,3.05,24787.0,50648.0,22.8,54.0,508.0,12.1,273.0,0.0,0.0,0.0,13063.0,10353.0,3770.0,333.0,1.0,1310.63,2.6
Texas,Scurry County,4978,818,69,16921.0,7.5,25.5,13.7,46.0,81.7,6.7,28.7,76.1,14.4,1065.0,16.0,7199.0,71.9,9.4,87200.0,5846.0,2.6,22860.0,47513.0,15.7,434.0,5743.0,6.0,1105.0,1408.0,18.4,0.0,0.0,199581.0,12443.0,20636.0,8.0,905.44,18.7
Texas,Shackelford County,1484,130,14,3378.0,5.7,23.5,18.5,51.2,91.6,4.7,8.4,87.1,25.4,200.0,18.7,1755.0,75.1,7.1,66200.0,1445.0,2.29,25436.0,47277.0,16.1,129.0,1445.0,11.1,469.0,584.0,0.0,0.0,4120.0,14844.0,4764.0,1905.0,0.0,914.29,3.7
Texas,Shelby County,7962,2058,43,25448.0,7.2,26.4,16.1,50.5,89.9,9.8,15.4,77.5,13.7,1826.0,23.1,11924.0,71.7,5.3,72000.0,9781.0,2.59,21126.0,37081.0,22.1,523.0,7005.0,-2.6,1669.0,1960.0,25.6,552023.0,97607.0,246528.0,9345.0,14912.0,15.0,795.58,32.0
Texas,Sherman County,885,91,14,3034.0,7.0,27.8,14.0,47.7,83.1,17.8,33.9,77.0,20.0,180.0,13.7,1282.0,80.2,3.4,81900.0,949.0,3.15,21936.0,48185.0,13.7,61.0,449.0,11.1,229.0,138.0,0.0,0.0,0.0,10079.0,3486.0,0.0,10.0,923.04,3.3
Texas,Smith County,68546,29343,1632,209714.0,7.0,24.9,15.5,51.7,81.2,9.1,16.9,85.2,24.5,15549.0,22.1,88440.0,67.0,17.1,120800.0,78459.0,2.64,25626.0,47432.0,16.7,5668.0,89369.0,3.7,17017.0,21265.0,22.2,5423538.0,922104.0,3110146.0,15706.0,337268.0,389.0,921.45,227.6
Texas,Somervell County,4099,768,73,8490.0,5.1,23.5,18.1,50.7,82.0,7.4,16.4,84.4,29.0,774.0,26.4,3714.0,73.8,5.4,139900.0,3193.0,2.58,28134.0,55269.0,9.3,195.0,3482.0,5.9,707.0,810.0,18.0,0.0,14819.0,55179.0,7164.0,23122.0,18.0,186.46,45.5
Texas,Starr County,8224,9099,155,60968.0,10.4,33.0,11.3,51.4,91.0,31.3,95.6,45.0,8.6,1007.0,21.2,19625.0,78.3,7.3,62900.0,15949.0,3.81,11584.0,24927.0,39.2,557.0,9955.0,0.8,6579.0,6656.0,26.1,0.0,0.0,445281.0,7306.0,26162.0,0.0,1223.18,49.8
Texas,Stephens County,3385,396,18,9630.0,5.4,22.3,19.1,47.7,80.6,5.9,15.6,80.6,15.6,624.0,17.4,4926.0,75.1,7.8,72400.0,3509.0,2.5,20535.0,41728.0,18.8,255.0,2276.0,-4.0,850.0,0.0,0.0,0.0,21378.0,78824.0,8334.0,6240.0,0.0,896.72,10.7
Texas,Sterling County,584,51,4,1143.0,5.5,26.7,16.7,47.8,89.5,11.6,27.5,76.9,22.3,23.0,20.1,615.0,66.2,1.8,71900.0,458.0,2.88,20157.0,50543.0,15.1,46.0,406.0,17.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.45,1.2
Texas,Stonewall County,615,116,5,1490.0,5.5,22.4,25.8,51.9,95.6,2.4,10.4,74.6,20.2,122.0,18.0,928.0,78.7,3.2,49900.0,578.0,2.27,24063.0,42429.0,16.6,48.0,426.0,13.6,152.0,205.0,0.0,0.0,0.0,8605.0,6254.0,0.0,0.0,916.31,1.6
Texas,Sutton County,1222,322,13,4128.0,7.8,25.5,16.1,49.7,90.6,9.4,47.3,76.9,17.9,188.0,14.8,2023.0,65.1,8.4,80700.0,1445.0,2.79,27721.0,53806.0,7.3,139.0,1268.0,-4.4,402.0,0.0,0.0,0.0,29253.0,41916.0,9762.0,9712.0,0.0,1453.93,2.8
Texas,Swisher County,1842,478,33,7854.0,6.8,25.4,18.1,47.7,78.5,5.5,25.2,78.3,16.3,616.0,16.7,3207.0,73.1,7.8,62600.0,2604.0,2.75,17880.0,36753.0,23.1,148.0,1043.0,0.1,465.0,582.0,29.6,0.0,42385.0,35247.0,4619.0,4002.0,0.0,890.16,8.8
Texas,Tarrant County,409741,411567,13389,1809034.0,7.3,27.1,10.2,51.1,82.4,15.6,27.7,84.5,29.5,118263.0,26.0,739329.0,61.7,27.7,136400.0,659736.0,2.77,28266.0,56853.0,15.2,38782.0,729252.0,3.5,151025.0,158104.0,30.0,43337529.0,25801512.0,24931407.0,14582.0,3763516.0,8985.0,863.61,2094.7
Texas,Taylor County,39439,14489,996,131506.0,7.3,24.6,13.9,51.1,76.9,5.7,15.0,85.4,24.4,12003.0,16.0,56716.0,60.8,19.5,95800.0,49304.0,2.56,23141.0,44891.0,17.4,3379.0,53910.0,0.6,9461.0,12030.0,22.1,0.0,1079748.0,2063290.0,16305.0,246182.0,278.0,915.55,143.6
Texas,Terrell County,334,119,5,984.0,5.8,20.1,23.0,46.8,85.8,9.9,49.3,74.5,17.4,62.0,16.1,700.0,72.2,1.0,57000.0,403.0,2.08,31578.0,39479.0,10.0,16.0,74.0,-17.8,84.0,0.0,0.0,0.0,0.0,3875.0,4226.0,0.0,0.0,2358.03,0.4
Texas,Terry County,2809,757,42,12651.0,7.9,26.9,14.6,47.2,79.7,9.8,35.9,69.1,15.5,490.0,20.0,4860.0,72.2,7.2,64900.0,4067.0,2.83,21201.0,37679.0,14.0,235.0,2423.0,-0.3,606.0,703.0,20.7,0.0,87341.0,133700.0,11012.0,9946.0,3.0,888.84,14.2
Texas,Throckmorton County,806,82,11,1641.0,4.7,21.5,25.3,51.0,94.9,4.3,7.0,80.1,19.8,137.0,23.4,1079.0,72.7,3.8,57500.0,758.0,2.11,24086.0,39286.0,13.7,49.0,270.0,12.0,204.0,0.0,0.0,0.0,3416.0,6813.0,4195.0,0.0,0.0,912.55,1.8
Texas,Titus County,7563,2852,115,32334.0,8.0,29.2,13.2,50.5,86.7,19.3,36.2,72.1,13.8,1752.0,18.2,12071.0,71.8,10.7,91600.0,10725.0,2.98,19356.0,42939.0,22.0,634.0,13703.0,-3.4,1636.0,2249.0,0.0,1291453.0,0.0,425109.0,14594.0,40665.0,22.0,406.05,79.6
Texas,Tom Green County,32129,12106,656,110224.0,6.8,23.6,14.5,50.3,74.9,6.9,24.0,82.6,21.6,8975.0,16.9,47698.0,64.2,18.8,99000.0,42286.0,2.5,23712.0,44545.0,16.2,2738.0,39341.0,6.2,7901.0,10356.0,24.3,0.0,0.0,0.0,0.0,0.0,629.0,1521.97,72.4
Texas,Travis County,161337,435860,13152,1024266.0,6.9,23.0,8.4,49.6,76.5,17.8,31.3,87.0,44.9,53933.0,24.1,474929.0,51.8,39.8,219200.0,411876.0,2.53,33206.0,58025.0,17.4,31086.0,514749.0,4.9,101952.0,103385.0,28.2,28294664.0,14119812.0,13879471.0,14302.0,2833744.0,12673.0,990.2,1034.4
Texas,Trinity County,5579,1323,36,14585.0,4.7,19.6,25.3,51.8,92.6,4.2,6.7,81.3,9.9,1421.0,32.5,8747.0,81.4,3.7,80100.0,5091.0,2.81,18730.0,34555.0,16.1,182.0,1766.0,6.3,893.0,845.0,0.0,0.0,34025.0,57024.0,4067.0,11928.0,6.0,693.61,21.0
Texas,Tyler County,8095,1390,62,21766.0,5.3,19.4,20.6,45.9,88.5,1.8,6.9,82.8,11.8,1909.0,32.7,10604.0,82.6,2.9,75100.0,8224.0,2.37,19612.0,39940.0,17.4,258.0,2384.0,17.0,1092.0,1339.0,0.0,0.0,70499.0,114973.0,5665.0,9783.0,1.0,924.5,23.5
Texas,Upshur County,15775,2869,206,39309.0,6.3,24.0,17.1,50.5,87.2,3.3,5.8,82.5,13.3,3528.0,27.6,16750.0,78.3,7.1,89400.0,14286.0,2.73,22483.0,46600.0,15.8,464.0,4409.0,-4.0,2725.0,3201.0,0.0,0.0,58405.0,216729.0,5777.0,20243.0,21.0,582.95,67.4
Texas,Upton County,1176,169,20,3355.0,8.2,28.5,13.8,49.0,83.0,12.5,41.0,73.9,11.5,158.0,18.5,1549.0,73.9,2.1,48500.0,1218.0,2.67,22953.0,51750.0,17.1,86.0,1127.0,9.8,283.0,157.0,0.0,0.0,21753.0,16720.0,5618.0,0.0,1.0,1241.32,2.7
Texas,Uvalde County,6160,4066,97,26405.0,7.6,27.8,16.0,50.7,87.8,9.7,53.4,69.1,14.5,1426.0,17.7,11017.0,71.1,7.0,68600.0,8619.0,3.01,17479.0,34902.0,26.5,622.0,6964.0,1.3,2554.0,2692.0,0.0,203651.0,120737.0,322212.0,12137.0,39907.0,13.0,1551.95,17.0
Texas,Val Verde County,7839,6401,177,48879.0,8.3,28.9,13.8,49.2,85.3,23.3,72.2,67.0,15.3,2980.0,18.8,18803.0,66.7,15.9,91900.0,15082.0,3.14,17867.0,40450.0,22.1,765.0,10352.0,0.4,2735.0,3687.0,0.0,0.0,39272.0,524418.0,11036.0,58971.0,63.0,3144.75,15.5
Texas,Van Zandt County,22126,3419,208,52579.0,5.6,23.5,19.8,50.9,89.5,4.4,8.0,81.2,13.5,4789.0,33.2,22876.0,77.9,4.5,96900.0,19064.0,2.71,21920.0,43439.0,16.4,836.0,7950.0,-0.7,4076.0,4434.0,24.8,119886.0,50115.0,410538.0,7915.0,32941.0,89.0,842.56,62.4
Texas,Victoria County,23347,10371,487,86793.0,7.2,25.8,14.6,50.9,80.6,5.6,24.8,81.8,16.3,6105.0,20.3,36032.0,65.4,19.3,110200.0,32072.0,2.71,24700.0,50364.0,16.9,2373.0,34376.0,9.0,5993.0,8164.0,23.2,0.0,651068.0,1434272.0,16648.0,130821.0,835.0,882.14,98.4
